(internal) id,(source) id,pubmed id,keywords,abstract,title,journal,authors,tags,consensus,labeled_at,cperezl,labeled_at,nicoluarte,labeled_at,general notes (cperezl),population notes (cperezl),intervention/comparator notes (cperezl),outcome notes (cperezl),general notes (nicoluarte),population notes (nicoluarte),intervention/comparator notes (nicoluarte),outcome notes (nicoluarte)
28579391,2248111,2248111,"Arousal,Behavior Therapy/*methods,Bulimia/*therapy,*Conditioning, Classical,*Cues,Feeding Behavior,Humans,Hyperphagia/*therapy,Social Environment","Excessive eating is one of the principal characteristics of bulimia. Eating more than intended is also a prominent feature both of obese people who are trying to lose weight and normal weight women who are attempting to restrict their food intake. Overeating tends to be triggered by a specific set of cues, which commonly involve either mood disturbances or exposure to 'forbidden' food, but may include other environmental cues. It is argued that conditioning processes are relevant both to the establishment of meal patterns in normal subjects and in the maintenance of excessive eating. Treatment procedures have typically followed the general approach of 'Self Management' which emphasises reducing exposure to the cues associated with eating. An alternative approach derives from the idea that the association between eating responses (or urges to eat) and external cues may be learned, and therefore should in principle be ameanable to extinction through systematic unreinforced exposure. In this article the possible mechanisms of cue-induced overeating are discussed and the potential utility of cue exposure techniques for the management of excessive eating evaluated.","Conditioning processes and cue exposure in the modification of excessive eating.","Addictive behaviors","Wardle J","non-experimental study",-1,,-1,2021-03-29 17:14:59,-1,2021-03-31 13:00:51,,,,,,,,
28579392,8016287,8016287,"Body Weight,*Eating,Female,Humans,Hyperphagia/*psychology,Individuality,Motivation,Obesity/*psychology,Risk Factors,Stress, Psychological/*complications","Stress is widely thought to lead to overeating. Studies of stress-induced eating have tested two models. One has tested whether stress increases eating in all exposed organisms and has been tested primarily with animals and physical stressors. The other has tested individual differences in vulnerability to stress-induced eating and has tested only human subjects and psychological stressors. The most consistent set of findings shows that 'restrained' eating predicts vulnerability among women; we conclude that for the stressors studied to date, the individual-difference model has received stronger support. Because the question motivating much of this research is whether stress-induced eating causes obesity, future research should assess the effect of stress on weight-change more directly.","Stress-induced eating.","Psychological bulletin","Greeno CG and Wing RR","non-experimental study",-1,,-1,2021-03-29 17:15:06,-1,2021-03-31 13:01:05,,,,,,,,
28579393,1758589,1758589,"3,4-Dihydroxyphenylacetic Acid/metabolism,Acetylcholine/*metabolism,Animals,Choline/metabolism,Chromatography, High Pressure Liquid,Dialysis,Dopamine/*metabolism,Electrochemistry,Homovanillic Acid/metabolism,Male,Morphine/*pharmacology,Nucleus Accumbens/drug effects/*metabolism,Rats,Rats, Inbred Strains","Microdialysis was used to measure extracellular levels of acetylcholine (ACh) and dopamine (DA) simultaneously in the nucleus accumbens (NAC) of freely moving rats. Systemic injection of morphine (20 mg/kg) significantly decreased ACh (30%, p less than .01) while it increased DA (55%, p less than .01). The effects of morphine were eliminated by naloxone. The results confirm that morphine increases DA and in addition, demonstrate an inhibitory influence of this opiate on extracellular levels of ACh in the NAC.","Systemic morphine simultaneously decreases extracellular acetylcholine and increases dopamine in the nucleus accumbens of freely moving rats.","Neuropharmacology","Rada P and Mark GP and Pothos E and Hoebel BG","no comparison between intermittent or continuous  food access groups",-1,,-1,2021-03-29 17:15:19,-1,2021-03-31 13:01:16,,,,,,,,
28579394,9356889,9356889,"Animals,Bulimia/*psychology,Disease Models, Animal,Feeding Behavior/*psychology,Female,*Food Deprivation,Food Preferences/psychology,Hyperphagia/*psychology,Rats,Rats, Sprague-Dawley,*Taste","OBJECTIVE: To test the hypothesis that experience with food restriction produces persistent binge eating. The Minnesota semistarvation experiment and studies of prisoners-of-war show that chronic food restriction produces dramatic changes in eating behavior (including binge eating) that endure decades after restriction has ceased. Bulimia nervosa patients who restrict also binge. Restriction may be a risk factor in the etiology of binge eating and bulimia. METHOD: Animals were subjected to four different patterns of 12-week restriction-refeeding cycles. The rats were either food restricted (dieting) or not restricted and refed regular or palatable food (binging). RESULTS: Thirty days after normalization (full feeding, no restriction cycling), rats with a history of cycles of restriction and hyperphagia continued to exhibit persistent binge eating. This effect was shown particularly with palatable food, in stated conditions, and in response to acute 24-hr deprivation. DISCUSSION: Results from this animal model implicate restriction and overeating on palatable food as biological determinants of binge-eating behaviors, including bulimia nervosa.","Persistence of binge-eating patterns after a history of restriction with intermittent bouts of refeeding on palatable food in rats: implications for bulimia nervosa.","The International journal of eating disorders","Hagan MM and Moss DE","",-1,2021-04-01 15:57:18,1,2021-03-29 17:15:29,-1,2021-03-31 13:03:38,,,,,,,,
28579395,9861464,9861464,"Adolescent,Adult,Analysis of Variance,Bulimia/epidemiology/*genetics/psychology,Environment,Female,Humans,Interview, Psychological,Middle Aged,Models, Psychological,Reproducibility of Results","BACKGROUND: Using diagnostic information obtained at two different times, we incorporated error of measurement into structural equation twin models to evaluate the contribution of additive genetic, common environmental, and individual-specific environmental factors to the liability to binge-eating and broadly defined bulimia nervosa (BN). We also evaluated the validity of the equal environment assumption (EEA) with reference to these two phenotypes. METHODS: We interviewed 1897 female twins (including both members of 854 twin pairs) from a population-based register about their lifetime history of binge-eating and of broadly defined BN twice, approximately 5 years apart. RESULTS: The reliabilities of a lifetime history of binge-eating (kappa = .34) and of broadly defined BN (kappa = .28) were low. Based on single interviews, the heritability of binge-eating was estimated to be 50% and broad BN 60%, with the remaining variance attributable to individual-specific environment. Common environmental influences had no effect on liability to either trait. By combining information from two interview waves and thereby incorporating error of measurement into a structural equation model, the estimated heritability of the latent vulnerability to binge-eating (82%) and broadly defined BN (83%) increased substantially. Although there were no violations of the EEA detected for binge-eating, cosocialization influenced twin concordance for broadly defined BN. CONCLUSIONS: Lifetime histories of binge-eating and broadly defined BN appear to be highly heritable conditions of low reliability.","Heritability of binge-eating and broadly defined bulimia nervosa.","Biological psychiatry","Bulik CM and Sullivan PF and Kendler KS","study with other mammals other than rat mice",-1,,-1,2021-03-29 17:15:39,-1,2021-03-31 13:03:49,,,,,,,,
28579396,9045086,9045086,"Animals,Corpus Striatum/drug effects/*metabolism,Endorphins/metabolism,Enkephalins/genetics/*metabolism,Male,Morphine/administration & dosage/*pharmacology,Nucleus Accumbens/drug effects/*metabolism,Protein Precursors/genetics/*metabolism,RNA, Messenger/metabolism,Rats,Rats, Wistar","Pharmacological data indicate that prodynorphin peptides and exogenous kappa agonists affect opioid tolerance and dependence. In order to elucidate the activity of the endogenous prodynorphin system during opiate tolerance and dependence, we investigated the effect of single and repeated morphine administration on the alpha-neoendorphin tissue level, its in vitro release, and the prodynorphin messenger RNA level in the nucleus accumbens and striatum of the rat. Acute and repeated morphine administration (14 days, increasing doses, 20-100 mg/kg, i.p.) increased the level of alpha-neoendorphin in the nucleus accumbens after 3 h; a similar effect was observed at 24 and 48 h after the last chronic morphine injection. On the other hand, the basal and stimulated (K+, 57 mM) release of alpha-neoendorphin from nucleus accumbens slices were significantly elevated only at 24 h after the last morphine injection. The prodynorphin messenger RNA hybridization signal in the nucleus accumbens was enhanced at 3 h after acute morphine injection, whereas repeated morphine administration decreased the messenger RNA level at that time point. Upon late chronic morphine withdrawal (at 24 and 48 h), the prodynorphin messenger RNA level in that tissue was significantly elevated. In the striatum, single morphine administration had no effect on the alpha-neoendorphin tissue level, release of the peptide, and prodynorphin messenger RNA level. On the other hand, chronic injection of morphine elevated all those parameters. The tissue level of alpha-neoendorphin was elevated at 3 h, and was back to normal at 24 and 48 h after the last drug injection. Both the basal and stimulated alpha-neoendorphin release from striatal slices was significantly increased at all the time points studied. Repeated morphine administration elevated the striatal prodynorphin messenger RNA level at 24 and 48 h after the drug withdrawal. Addition of morphine to the incubation medium reduced the basal release of alpha-neoendorphin in both the nucleus accumbens and striatal slices in naive animals, whereas the stimulated release was attenuated in the latter tissue only. The present study indicates that withdrawal of chronic morphine leads to enhancement of the prodynorphin neurons activity in the nucleus accumbens and striatum of the rat. It is suggested that these effects may participate in the mechanism of aversive reactions during withdrawal.","The effect of single and repeated morphine administration on the prodynorphin system activity in the nucleus accumbens and striatum of the rat.","Neuroscience","Przewlocka B and Turchan J and Lason W and Przewlocki R","no comparison between intermittent or continuous  food access groups",-1,,-1,2021-03-29 17:15:56,-1,2021-03-31 13:03:55,,,,,,,,
28579397,18198314,18198314,"Adult,Affect/physiology,*Body Mass Index,Body Weight/*physiology,Cohort Studies,Feeding Behavior/physiology,Female,Humans,Hydrocortisone/metabolism,Longitudinal Studies,Middle Aged,Predictive Value of Tests,Regression Analysis,Stress, Physiological/*physiopathology/*psychology,Weight Gain/physiology","OBJECTIVE: To investigate individual differences in the effects of stress on BMI. RESEARCH METHODS AND PROCEDURES: Participants were 71 healthy women volunteers enrolled in a university-based nurse practitioner program. Predictors of change in BMI were hypothesized to be cortisol secretion, dietary restraint, binging, mastery, mood, and eating attitudes. Measures were made at the beginning of the academic semester and 12 weeks later during the participants' examination period. RESULTS: The women were of normal weight (BMI 25.2 +/- 4.3) for their age [43; standard deviation (SD), 7]. By the examination period, 40 had gained weight (mean, 5.5 pounds; SD, 2.2), 19 lost weight (mean, 2.5 pounds; SD, 1.5), and 12 had stable weight. BMI, salivary cortisol secretion, binging behavior, depression, and anxiety increased significantly, whereas scores on dietary restraint, weight, shape, and eating concerns, and mastery decreased significantly. Regression analysis showed that change in daily cortisol secretion significantly predicted change in BMI and that mastery significantly moderated this relationship. However, a reduction in dietary restraint was a perfect mediator of this relationship. Change in cortisol secretion also significantly predicted change in dietary restraint, and this was moderated by dietary restraint at the beginning of the academic semester. Reduction in dietary restraint was also predicted by a reduction in mastery and weight concern. DISCUSSION: We identified individual differences that confer vulnerability to weight gain during stressful life events (dietary restraint and mastery). Given that women are exposed to daily stressors and use cognitive strategies to restrain their dietary intake, increasing awareness of the role of stress on eating behavior and weight is an important goal.","The effects of stress on body weight: biological and psychological predictors of change in BMI.","Obesity (Silver Spring, Md.)","Roberts C and Troop N and Connan F and Treasure J and Campbell IC","study with other mammals other than rat mice",-1,,-1,2021-03-29 17:16:03,-1,2021-03-31 13:03:59,,,,,,,,
28579398,18928907,18928907,"Adolescent,Australia/epidemiology,Body Weight/*physiology,Bulimia/*epidemiology,Caloric Restriction/psychology,Child,Cross-Sectional Studies,Feeding Behavior/psychology,Female,Humans,Hyperphagia/epidemiology,Male,Obesity/*psychology,Overweight/*psychology,Prevalence,Regression Analysis,Risk Factors,Stress, Psychological/psychology,Time Factors","OBJECTIVES: This study aimed to (1) determine the prevalence of binge eating and overeating in 8- to 13-year-old children; (2) identify factors that cross-sectionally predict binge eating and overeating; and (3) identify factors that prospectively predict onset of binge eating and overeating. METHODS: Participants were 259 boys and girls who were assessed at baseline and one-year follow-up, using a range of semi-structured interviews that included the Child Eating Disorder Examination. RESULTS: At baseline, 9% of children reported binge eating and 6% reported overeating. Obese children were most at risk for these behaviours. Dietary restraint and the tendency to use food to regulate emotions were significant in predicting binge eating onset prospectively, and eating concern was significant in predicting binge eating cross-sectionally. CONCLUSION: Results provide support for current cognitive-behavioural models of binge eating, and have implications for guiding binge eating prevention and intervention efforts with children.","The onset and course of binge eating in 8- to 13-year-old healthy weight, overweight and obese children.","Eating behaviors","Allen KL and Byrne SM and La Puma M and McLean N and Davis EA","study with other mammals other than rat mice",-1,,-1,2021-03-29 17:16:09,-1,2021-03-31 13:04:02,,,,,,,,
28579399,8279664,8279664,"Alcohol Drinking/*blood,Alcoholism/*blood,Animals,Dose-Response Relationship, Drug,Ethanol/*pharmacokinetics,Male,Morphine/*pharmacology,Rats,Rats, Sprague-Dawley","Male Sprague-Dawley rats were maintained on a daily regimen of 22 hr of fluid deprivation followed by a 2-hr opportunity to take a sweetened alcoholic beverage and water for over 6 months. During the week before the formal procedures of the experiment described herein, access to the alcoholic beverage was limited to 1.5 hr, but access to water was still for 2 hr. Intakes of ethanol, in terms of g/kg, were tabulated at 30 min for half of the rats and at 90 min for the rest. On the day of formal procedures, half of the rats of the 30- and 90-min measures were given 1 mg/kg of morphine sulfate just before the drinking session, whereas the rest received physiological saline. Morphine increased mean g/kg intakes of ethanol, as compared with controls, at 30 and 90 min. Blood alcohol levels were also increased. These data suggest that the well-documented ability of small doses of morphine to increase rats' intake of ethanol is probably not related to its ability to produce gastrointestinal effects, but rather due to its ability to modulate central motivational mechanisms associated with ingestion.","A small dose of morphine leads rats to drink more alcohol and achieve higher blood alcohol concentrations.","Alcoholism, clinical and experimental research","Hubbell CL and Mankes RF and Reid LD","no comparison between intermittent or continuous  food access groups",-1,,-1,2021-03-29 17:16:23,-1,2021-03-31 13:04:05,,,,,,,,
28579400,8696295,8696295,"Animals,Feeding Behavior/*drug effects,Injections, Intraventricular,Male,Microinjections,Morphine/*pharmacology,Narcotics/*pharmacology,Rats,Rats, Sprague-Dawley,*Reward,Taste/*drug effects","Do centrally-administered opioid agonists stimulate feeding by enhancing the palatability of foods? This hypothesis has been supported by several lines of evidence, including previous 'taste reactivity' studies of the influence of systemic morphine on affective (hedonic and aversive) behavioral reactions to taste palatability. The presents study examined whether opioid agonists enhance palatability by acting centrally on brain palatability systems. Here we report the effect of intraventricular microinjections of morphine (0, 12, 25, 50 nmols) on hedonic taste reactions to a 0.12 M sucrose solution. The effect on feeding was also assessed in order to determine whether feeding and palatability enhancement are linked, as would be required by the hypothesis that feeding is due to enhanced palatability. Both hedonic taste reactivity patterns and feeding were significantly increased together by morphine administration into the lateral ventricle. We conclude that opioid-induced enhancement of the hedonic palatability of food is a centrally mediated effect. Enhancement of food palatability may be an important psychological route by which intracranial administration of opioid agonists induce feeding.","Central enhancement of taste pleasure by intraventricular morphine.","Neurobiology (Budapest, Hungary)","Pecina S and Berridge KC","no comparison between intermittent or continuous  food access groups",-1,,-1,2021-03-29 17:16:36,-1,2021-03-31 13:04:10,,,,,,,,
28579401,10357749,10357749,"Analysis of Variance,Child, Preschool,Diet,*Feeding Behavior,Female,*Food Deprivation,Food Preferences/*psychology,Humans,Male,Parents,Research Design","BACKGROUND: Restricting children's access to palatable foods may appeal to parents as a straightforward means of promoting moderate intakes of foods high in fat and sugar; however, restricting access to palatable foods may have unintended effects on children's eating. The efficacy of restricting children's access to palatable foods as a means of promoting patterns of moderate intake of those foods is unknown. OBJECTIVE: Two experiments were conducted to test the hypothesis that restricting access to a palatable food enhances children's subsequent behavioral responses to, selection of, and intake of that restricted food. DESIGN: Both experiments used a within-subjects design to examine the effects of restricting access to a palatable food on children's subsequent behavior, food selection, and food intake. The first experiment examined the effects of restriction within and outside the restricted context and the second experiment focused on the effects within the restricted context. RESULTS: In both experiments, restricting access to a palatable food increased children's behavioral response to that food. Experiment 2 showed that restricting access increased children's subsequent selection and intake of that food within the restricted context. CONCLUSIONS: Restricting access focuses children's attention on restricted foods, while increasing their desire to obtain and consume those foods. Restricting children's access to palatable foods is not an effective means of promoting moderate intake of palatable foods and may encourage the intake of foods that should be limited in the diet.","Restricting access to palatable foods affects children's behavioral response, food selection, and intake.","The American journal of clinical nutrition","Fisher JO and Birch LL","study with other mammals other than rat mice",-1,,-1,2021-03-29 17:16:43,-1,2021-03-31 13:04:20,,,,,,,,
28579402,12055324,12055324,"Acetylcholine/metabolism,Animals,Anxiety,Diet,Dietary Carbohydrates/*administration & dosage,Dopamine/metabolism,Food Deprivation,Glucose/*administration & dosage,Kinetics,Male,Naloxone/administration & dosage,Nucleus Accumbens/metabolism,*Opioid Peptides,Rats,Rats, Sprague-Dawley,*Substance Withdrawal Syndrome,*Substance-Related Disorders","OBJECTIVE: The goal was to determine whether withdrawal from sugar can cause signs of opioid dependence. Because palatable food stimulates neural systems that are implicated in drug addiction, it was hypothesized that intermittent, excessive sugar intake might create dependency, as indicated by withdrawal signs. RESEARCH METHODS AND PROCEDURES: Male rats were food-deprived for 12 hours daily, including 4 hours in the early dark, and then offered highly palatable 25% glucose in addition to chow for the next 12 hours. Withdrawal was induced by naloxone or food deprivation. Withdrawal signs were measured by observation, ultrasonic recordings, elevated plus maze tests, and in vivo microdialysis. RESULTS: Naloxone (20 mg/kg intraperitoneally) caused somatic signs, such as teeth chattering, forepaw tremor, and head shakes. Food deprivation for 24 hours caused spontaneous withdrawal signs, such as teeth chattering. Naloxone (3 mg/kg subcutaneously) caused reduced time on the exposed arm of an elevated plus maze, where again significant teeth chattering was recorded. The plus maze anxiety effect was replicated with four control groups for comparison. Accumbens microdialysis revealed that naloxone (10 and 20 mg/kg intraperitoneally) decreased extracellular dopamine (DA), while dose-dependently increasing acetylcholine (ACh). The naloxone-induced DA/ACh imbalance was replicated with 10% sucrose and 3 mg/kg naloxone subcutaneously. DISCUSSION: Repeated, excessive intake of sugar created a state in which an opioid antagonist caused behavioral and neurochemical signs of opioid withdrawal. The indices of anxiety and DA/ACh imbalance were qualitatively similar to withdrawal from morphine or nicotine, suggesting that the rats had become sugar-dependent.","Evidence that intermittent, excessive sugar intake causes endogenous opioid dependence.","Obesity research","Colantuoni C and Rada P and McCarthy J and Patten C and Avena NM and Chadeayne A and Hoebel BG","No measure of food related behavior (lever presses, progressive ratio breaking point, food receptacle approaches, etc)",-1,,-1,2021-03-29 17:16:57,-1,2021-03-31 13:04:37,,,,,,,,
28579403,14897962,14897962,"Animals,*Behavior,*Compulsive Behavior,Rats","","The experimental production and analysis of a 'compulsive eating symptom' in rats.","Journal of comparative and physiological psychology","ULLMAN AD","no abstract included",-1,,-1,2021-03-29 17:17:05,-1,2021-03-31 13:04:38,,,,,,,,
28579404,15225976,15225976,"Animals,Bulimia/etiology/*psychology,Humans,Impulsive Behavior/complications/*psychology,*Reinforcement, Psychology,Substance-Related Disorders/etiology/*psychology","Impulsivity is now widely viewed as a multidimensional construct consisting of a number of related dimensions. Although many measures of impulsivity are correlated, most recent factor analyses support at least a two-factor model. In the current paper, these two factors have been labelled reward sensitivity, reflecting one of the primary dimensions of Gray's personality theory, and rash-spontaneous impulsiveness. The evidence supporting the existence of two dimensions of impulsivity is reviewed in relation to substance misuse and binge eating.","The role of impulsivity in the development of substance use and eating disorders.","Neuroscience and biobehavioral reviews","Dawe S and Loxton NJ","non-experimental study",-1,,-1,2021-03-29 17:17:34,-1,2021-03-31 13:04:52,,,,,,,,
28579405,15019432,15019432,"Amphetamine/administration & dosage/*pharmacology,Animals,Behavior, Animal,Central Nervous System Stimulants/administration & dosage/*pharmacology,Dopamine/*metabolism,Locomotion/drug effects,Mesencephalon/*cytology/drug effects,Neurons/*drug effects/physiology,Self Administration,Time Factors","Psychostimulant drugs like amphetamine are readily self-administered by humans and laboratory animals by virtue of their actions on dopamine (DA) neurons in the midbrain. Exposing animals to this drug either systemically or in the cell body region of these neurons in the ventral tegmental area leads to long-lasting alterations in dopaminergic function. These have most often been assessed as increased locomotor activity and enhanced DA overflow in the nucleus accumbens (NAcc) after re-exposure to the drug weeks to months later. Evidence is presented showing that manipulations that produce this sensitization of midbrain DA neuron reactivity enhance the pursuit and self-administration of psychostimulant drugs. Procedures known to prevent the induction of sensitization by amphetamine also prevent the facilitation of drug taking. Enhanced drug self-administration and primed reinstatement of drug seeking are also accompanied by enhanced NAcc DA reactivity. Finally, drugs that increase NAcc DA overflow acutely but fail to produce sensitization of this effect are not associated with the subsequent enhancement of self-administration. These results indicate a direct relationship between the sensitization of midbrain dopamine neuron reactivity and the excessive pursuit and self-administration of psychostimulant drugs. Understanding the neuronal events and adaptations that underlie the induction and expression of sensitization may thus help elucidate how drug abuse develops, how it is reinstated and ultimately how both may be prevented.","Sensitization of midbrain dopamine neuron reactivity and the self-administration of psychomotor stimulant drugs.","Neuroscience and biobehavioral reviews","Vezina P","non-experimental study",-1,,-1,2021-03-29 17:17:49,-1,2021-03-31 13:08:53,,,,,,,,
28579406,2864480,2864480,"Analysis of Variance,Animals,Anti-Anxiety Agents/*pharmacology,Anxiety/chemically induced/*psychology,Behavior, Animal/*drug effects,Evaluation Studies as Topic,Light,Male,Psychological Tests/*instrumentation/methods,Psychotropic Drugs/pharmacology,Rats,Rats, Inbred Strains","A novel test for the selective identification of anxiolytic and anxiogenic drug effects in the rat is described, using an elevated + -maze consisting of two open arms and two enclosed arms. The use of this test for detecting such drug effects was validated behaviourally, physiologically, and pharmacologically. Rats made significantly fewer entries into the open arms than into the closed arms, and spent significantly less time in open arms. Confinement to the open arms was associated with the observation of significantly more anxiety-related behaviours, and of significantly greater plasma corticosterone concentrations, than confinement to the closed arms. Neither novelty nor illumination was a significant contributor to the behaviour of the rats on the + -maze. A significant increase in the percentage of time spent on the open arms and the number of entries into the open arms was observed only within clinically effective anxiolytics (chlordiazepoxide, diazepam and, less effectively, phenobarbitone). Compounds that cause anxiety in man significantly reduced the percentage of entries into, and time spent on, the open arms (yohimbine, pentylenetetrazole, caffeine, amphetamine). Neither antidepressants nor major tranquilisers had a specific effect. Exposure to a holeboard immediately before placement on the + -maze showed that behaviour on the maze was not clearly correlated either with exploratory head-dipping or spontaneous locomotor activity.","Validation of open:closed arm entries in an elevated plus-maze as a measure of anxiety in the rat.","Journal of neuroscience methods","Pellow S and Chopin P and File SE and Briley M","no comparison between intermittent or continuous  food access groups",-1,,-1,2021-03-29 17:17:57,-1,2021-03-31 13:08:58,,,,,,,,
28579407,12210657,12210657,"Adult,Behavior Therapy/*methods,Bulimia/diagnosis/*therapy,Female,Follow-Up Studies,Humans,Middle Aged,Predictive Value of Tests,Recurrence,Self Concept,Treatment Outcome","OBJECTIVE: To identify predictors of relapse at 6-month follow-up for women with binge eating disorder (BED). METHOD: Participants were 32 women with BED who had initially achieved abstinence from binge eating after 20 weeks of dialectical behavior therapy (DBT) adapted for patients with BED. Posttreatment predictor variables included the subscales Restraint, Weight Concerns, and Shape Concerns from the Eating Disorders Examination (EDE), the Emotional Eating Scale score, the Rosenberg Self-Esteem Scale, body mass index, and early versus late age of binge eating onset. RESULTS: The largest effect sizes for predicting relapse were found with early onset of binge eating and higher EDE Restraint scores. DISCUSSION: Previous findings that earlier age of onset (age 16 years or younger) is linked to less successful treatment outcome are now extended to the 6-month follow-up assessment. The finding that higher restraint scores after treatment predict relapse adds to the literature concerning the role of restraint in patients with BED.","Predictors of relapse following successful dialectical behavior therapy for binge eating disorder.","The International journal of eating disorders","Safer DL and Lively TJ and Telch CF and Agras WS","study with other mammals other than rat mice",-1,,-1,2021-03-29 17:18:05,-1,2021-03-31 13:09:06,,,,,,,,
28579408,17764663,17764663,"Affect,Dopamine and cAMP-Regulated Phosphoprotein 32/physiology,Humans,Motivation,*Neurobiology,Neuropeptide Y/physiology,Norepinephrine/physiology,Psychometrics,Receptors, Dopamine/physiology,Receptors, GABA-A/physiology,Reward,Serotonin/physiology,Substance P/physiology,Substance-Related Disorders/*etiology/physiopathology/psychology","Evidence that psychoactive substance use disorders, bulimia nervosa, pathological gambling, and sexual addiction share an underlying biopsychological process is summarized. Definitions are offered for addiction and addictive process, the latter being the proposed designation for the underlying biopsychological process that addictive disorders are hypothesized to share. The addictive process is introduced as an interaction of impairments in three functional systems: motivation-reward, affect regulation, and behavioral inhibition. An integrative review of the literature that addresses the neurobiology of addiction is then presented, organized according to the three functional systems that constitute the addictive process. The review is directed toward identifying candidate neurochemical substrates for the impairments in motivation-reward, affect regulation, and behavioral inhibition that could contribute to an addictive process.","Neurobiology of addiction. An integrative review.","Biochemical pharmacology","Goodman A","non-experimental study",-1,,-1,2021-03-29 17:18:12,-1,2021-03-31 13:09:26,,,,,,,,
28579409,8542305,8542305,"Acetylcholine/*metabolism,Animals,Avoidance Learning/*physiology,Conditioning, Operant/*physiology,Male,Nucleus Accumbens/*metabolism,Rats,Rats, Sprague-Dawley,Stimulation, Chemical,Taste/*physiology","To determine if acetylcholine (ACh) is released in the nucleus accumbens in response to a conditioned stimulus (CS) that reminds the animal of an aversive event, in vivo microdialysis was used to monitor extracellular ACh during conditioned taste aversion. Saccharin flavored water (2.5 mM saccharin) was paired twice with nausea induced by i.p. lithium chloride (100 mg/kg). This is normally sufficient to create an aversion to the taste of saccharin, but instead of a preference test, the saccharin solution was squirted directly into the rat's mouth via a cheek catheter during nucleus accumbens microdialysis. The result was a 40% increase in extracellular ACh. We reported earlier that dopamine changes in the opposite direction; it decreases. This suggests that high synaptic ACh and low DA are correlated with an aversive state and cessation of behavior.","Extracellular acetylcholine is increased in the nucleus accumbens following the presentation of an aversively conditioned taste stimulus.","Brain research","Mark GP and Weinberg JB and Rada PV and Hoebel BG","no comparison between intermittent or continuous  food access groups",-1,,-1,2021-03-29 17:18:38,-1,2021-03-31 13:09:30,,,,,,,,
28579410,10683475,10683475,"Acetylcholine/*analysis,Animals,Appetite Depressants/*pharmacology,Dopamine/analysis,Drug Synergism,Feeding Behavior/*drug effects,Fenfluramine/*pharmacology,Male,Nucleus Accumbens/chemistry/*drug effects,Phentermine/*pharmacology,Rats,Substance-Related Disorders/*prevention & control","The combination of d-fenfluramine plus phentermine (d-FEN/PHEN) provides a tool for exploring neural mechanisms that control food intake and drug abuse. Prior research suggests that dopamine (DA) in the nucleus accumbens can reinforce appetitive behavior and acetylcholine (ACh) inhibits it. When rats were given d-fenfluramine (5 mg/kg, IP) DA increased to 169% (p < 0.01), and ACh decreased slightly. Phentermine (5 mg/kg, IP) increased extracellular DA to 469% of baseline and ACh increased slightly to 124% (both p < 0.01). The d-FEN/PHEN combination, however, increased both DA and ACh with a supraadditive effect on ACh to 172%. One interpretation is that dFEN/PHEN increases DA like a meal or drug of abuse, while also increasing ACh to stop further approach behavior. This leaves the animal 'satiated,' as defined by reduced intake of food or drugs.","Supraadditive effect of d-fenfluramine plus phentermine on extracellular acetylcholine in the nucleus accumbens: possible mechanism for inhibition of excessive feeding and drug abuse.","Pharmacology, biochemistry, and behavior","Rada PV and Hoebel BG","no comparison between intermittent or continuous  food access groups",-1,,-1,2021-03-29 17:18:53,-1,2021-03-31 13:09:39,,,,,,,,
28579411,15128853,15128853,"Animals,Benzoxazines,Cannabinoids/*pharmacology,Dopamine/*metabolism,Dose-Response Relationship, Drug,Electric Stimulation,Electrochemistry,Electrodes, Implanted,Male,Medial Forebrain Bundle/physiology,Morpholines/pharmacology,Motor Activity/drug effects/physiology,Naphthalenes/pharmacology,Nucleus Accumbens/*drug effects/*metabolism,Piperidines/pharmacology,Pyrazoles/pharmacology,Rats,Rats, Sprague-Dawley,Receptor, Cannabinoid, CB1/agonists/antagonists & inhibitors/metabolism,Rimonabant,Synaptic Transmission/drug effects/physiology,Time Factors,Wakefulness/*physiology","Dopaminergic neurotransmission has been highly implicated in the reinforcing properties of many substances of abuse, including marijuana. Cannabinoids activate ventral tegmental area dopaminergic neurons, the main ascending projections of the mesocorticolimbic dopamine system, and change their spiking pattern by increasing the number of impulses in a burst and elevating the frequency of bursts. Although they also increase time-averaged striatal dopamine levels for extended periods of time, little is known about the temporal structure of this change. To elucidate this, fast-scan cyclic voltammetry was used to monitor extracellular dopamine in the nucleus accumbens of freely moving rats with subsecond timescale resolution. Intravenous administration of the central cannabinoid (CB1) receptor agonist, R(+)-[2,3-dihydro-5-methyl-3-[(morpholinyl)methyl]pyrrolo[1,2,3-de]-1,4-benzoxazi n-6-yl]-(1-naphthalenyl) methanone mesylate, dose-dependently produced catalepsy, decreased locomotion, and reduced the amplitude of electrically evoked dopamine release while markedly increasing the frequency of detected (nonstimulated) dopamine concentration transients. The CB1 receptor antagonist [N-piperidino-5-(4-chlorophenyl)-1-(2,4-dichlorophenyl)-4-methylpyrazole-3-carbox amide] reversed and prevented all agonist-induced effects but did not show effects on dopamine release when injected alone. These data demonstrate that doses of a cannabinoid agonist known to increase burst firing produce ongoing fluctuations in extracellular dopamine on a previously unrecognized temporal scale in the nucleus accumbens.","Cannabinoids enhance subsecond dopamine release in the nucleus accumbens of awake rats.","The Journal of neuroscience : the official journal of the Society for Neuroscience","Cheer JF and Wassum KM and Heien ML and Phillips PE and Wightman RM","no comparison between intermittent or continuous  food access groups",-1,,-1,2021-03-29 17:19:05,-1,2021-03-31 13:09:43,,,,,,,,
